1.0000; 0.3966; 0.3688;  0.1764; -0.4632;  0.2939
      ; 1.0000; 0.0232; -0.0854;  0.0193;  0.2191
      ;       ; 1.0000;  0.0494; -0.1350; -0.2376
      ;       ;       ;  1.0000; -0.4671;  0.1135
      ;       ;       ;        ;  1.0000; -0.3656
      ;       ;       ;        ;       ;   1.0000
